,Combination,B_I,Ker Len,Duplicate Elem Vect,Duplicate
190,"(0, 1, 9, 25)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 1, 0, 0], [1, 1, 1, 1, 0]])",1,[0 0 0 0 1],1
191,"(0, 1, 9, 26)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 1, 0, 0], [1, 1, 1, 0, 1]])",1,[0 0 0 1 0],1
192,"(0, 1, 9, 27)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 1, 0, 0], [1, 1, 0, 1, 1]])",1,[0 0 0 -1 1],1
193,"(0, 1, 9, 28)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 1, 0, 0], [1, 0, 1, 1, 1]])",1,[0 0 0 -1 1],1
194,"(0, 1, 9, 29)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 1, 0, 0], [0, 1, 1, 1, 1]])",1,[0 0 0 -1 1],1
195,"(0, 1, 9, 30)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 1, 0, 0], [1, 1, 1, 1, 1]])",1,[0 0 0 -1 1],1
196,"(0, 1, 10, 11)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 1, 0], [0, 1, 0, 0, 1]])",1,[0 0 1 0 0],1
197,"(0, 1, 10, 12)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 1, 0], [0, 0, 1, 1, 0]])",1,[0 0 0 0 1],1
198,"(0, 1, 10, 13)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 1, 0], [0, 0, 1, 0, 1]])",1,[0 0 -1 0 1],1
199,"(0, 1, 10, 14)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 1, 0], [0, 0, 0, 1, 1]])",1,[0 0 1 0 0],1
200,"(0, 1, 10, 15)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 1, 0], [1, 1, 1, 0, 0]])",1,[0 0 0 0 1],1
202,"(0, 1, 10, 17)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 1, 0], [1, 1, 0, 0, 1]])",1,[0 0 1 0 0],1
203,"(0, 1, 10, 18)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 1, 0], [1, 0, 1, 1, 0]])",1,[0 0 0 0 1],1
204,"(0, 1, 10, 19)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 1, 0], [1, 0, 1, 0, 1]])",1,[0 0 -1 0 1],1
205,"(0, 1, 10, 20)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 1, 0], [1, 0, 0, 1, 1]])",1,[0 0 1 0 0],1
206,"(0, 1, 10, 21)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 1, 0], [0, 1, 1, 1, 0]])",1,[0 0 0 0 1],1
207,"(0, 1, 10, 22)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 1, 0], [0, 1, 1, 0, 1]])",1,[0 0 -1 0 1],1
208,"(0, 1, 10, 23)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 1, 0], [0, 1, 0, 1, 1]])",1,[0 0 1 0 0],1
209,"(0, 1, 10, 24)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 1, 0], [0, 0, 1, 1, 1]])",1,[0 0 -1 0 1],1
210,"(0, 1, 10, 25)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 1, 0], [1, 1, 1, 1, 0]])",1,[0 0 0 0 1],1
211,"(0, 1, 10, 26)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 1, 0], [1, 1, 1, 0, 1]])",1,[0 0 -1 0 1],1
212,"(0, 1, 10, 27)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 1, 0], [1, 1, 0, 1, 1]])",1,[0 0 1 0 0],1
213,"(0, 1, 10, 28)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 1, 0], [1, 0, 1, 1, 1]])",1,[0 0 -1 0 1],1
214,"(0, 1, 10, 29)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 1, 0], [0, 1, 1, 1, 1]])",1,[0 0 -1 0 1],1
215,"(0, 1, 10, 30)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 1, 0], [1, 1, 1, 1, 1]])",1,[0 0 -1 0 1],1
216,"(0, 1, 11, 12)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [0, 0, 1, 1, 0]])",1,[0 0 -1 1 0],1
217,"(0, 1, 11, 13)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [0, 0, 1, 0, 1]])",1,[0 0 0 1 0],1
218,"(0, 1, 11, 14)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [0, 0, 0, 1, 1]])",1,[0 0 1 0 0],1
219,"(0, 1, 11, 15)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [1, 1, 1, 0, 0]])",1,[0 0 0 1 0],1
220,"(0, 1, 11, 16)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [1, 1, 0, 1, 0]])",1,[0 0 1 0 0],1
222,"(0, 1, 11, 18)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [1, 0, 1, 1, 0]])",1,[0 0 -1 1 0],1
223,"(0, 1, 11, 19)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [1, 0, 1, 0, 1]])",1,[0 0 0 1 0],1
224,"(0, 1, 11, 20)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [1, 0, 0, 1, 1]])",1,[0 0 1 0 0],1
225,"(0, 1, 11, 21)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [0, 1, 1, 1, 0]])",1,[0 0 -1 1 0],1
226,"(0, 1, 11, 22)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [0, 1, 1, 0, 1]])",1,[0 0 0 1 0],1
227,"(0, 1, 11, 23)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [0, 1, 0, 1, 1]])",1,[0 0 1 0 0],1
228,"(0, 1, 11, 24)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [0, 0, 1, 1, 1]])",1,[0 0 -1 1 0],1
229,"(0, 1, 11, 25)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [1, 1, 1, 1, 0]])",1,[0 0 -1 1 0],1
230,"(0, 1, 11, 26)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [1, 1, 1, 0, 1]])",1,[0 0 0 1 0],1
231,"(0, 1, 11, 27)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [1, 1, 0, 1, 1]])",1,[0 0 1 0 0],1
232,"(0, 1, 11, 28)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [1, 0, 1, 1, 1]])",1,[0 0 -1 1 0],1
233,"(0, 1, 11, 29)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [0, 1, 1, 1, 1]])",1,[0 0 -1 1 0],1
234,"(0, 1, 11, 30)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [1, 1, 1, 1, 1]])",1,[0 0 -1 1 0],1
237,"(0, 1, 12, 15)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 0, 1, 1, 0], [1, 1, 1, 0, 0]])",1,[0 0 0 0 1],1
238,"(0, 1, 12, 16)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 0, 1, 1, 0], [1, 1, 0, 1, 0]])",1,[0 0 0 0 1],1
239,"(0, 1, 12, 17)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 0, 1, 1, 0], [1, 1, 0, 0, 1]])",1,[0 0 -1 1 0],1
241,"(0, 1, 12, 19)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 0, 1, 1, 0], [1, 0, 1, 0, 1]])",1,[0 0 -1 1 1],1
242,"(0, 1, 12, 20)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 0, 1, 1, 0], [1, 0, 0, 1, 1]])",1,[0 0 1 -1 1],1
244,"(0, 1, 12, 22)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 0, 1, 1, 0], [0, 1, 1, 0, 1]])",1,[0 0 -1 1 1],1
245,"(0, 1, 12, 23)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 0, 1, 1, 0], [0, 1, 0, 1, 1]])",1,[0 0 1 -1 1],1
246,"(0, 1, 12, 24)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 0, 1, 1, 0], [0, 0, 1, 1, 1]])",1,[0 0 -1 1 0],1
248,"(0, 1, 12, 26)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 0, 1, 1, 0], [1, 1, 1, 0, 1]])",1,[0 0 -1 1 1],1
249,"(0, 1, 12, 27)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 0, 1, 1, 0], [1, 1, 0, 1, 1]])",1,[0 0 1 -1 1],1
250,"(0, 1, 12, 28)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 0, 1, 1, 0], [1, 0, 1, 1, 1]])",1,[0 0 -1 1 0],1
251,"(0, 1, 12, 29)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 0, 1, 1, 0], [0, 1, 1, 1, 1]])",1,[0 0 -1 1 0],1
252,"(0, 1, 12, 30)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 0, 1, 1, 0], [1, 1, 1, 1, 1]])",1,[0 0 -1 1 0],1
254,"(0, 1, 13, 15)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 0, 1, 0, 1], [1, 1, 1, 0, 0]])",1,[0 0 0 1 0],1
255,"(0, 1, 13, 16)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 0, 1, 0, 1], [1, 1, 0, 1, 0]])",1,[0 0 -1 0 1],1
256,"(0, 1, 13, 17)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 0, 1, 0, 1], [1, 1, 0, 0, 1]])",1,[0 0 0 1 0],1
257,"(0, 1, 13, 18)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 0, 1, 0, 1], [1, 0, 1, 1, 0]])",1,[0 0 -1 1 1],1
259,"(0, 1, 13, 20)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 0, 1, 0, 1], [1, 0, 0, 1, 1]])",1,[0 0 -1 -1 1],1
260,"(0, 1, 13, 21)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 0, 1, 0, 1], [0, 1, 1, 1, 0]])",1,[0 0 -1 1 1],1
262,"(0, 1, 13, 23)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 0, 1, 0, 1], [0, 1, 0, 1, 1]])",1,[0 0 -1 -1 1],1
263,"(0, 1, 13, 24)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 0, 1, 0, 1], [0, 0, 1, 1, 1]])",1,[0 0 -1 0 1],1
264,"(0, 1, 13, 25)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 0, 1, 0, 1], [1, 1, 1, 1, 0]])",1,[0 0 -1 1 1],1
266,"(0, 1, 13, 27)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 0, 1, 0, 1], [1, 1, 0, 1, 1]])",1,[0 0 -1 -1 1],1
267,"(0, 1, 13, 28)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 0, 1, 0, 1], [1, 0, 1, 1, 1]])",1,[0 0 -1 0 1],1
268,"(0, 1, 13, 29)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 0, 1, 0, 1], [0, 1, 1, 1, 1]])",1,[0 0 -1 0 1],1
269,"(0, 1, 13, 30)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 0, 1, 0, 1], [1, 1, 1, 1, 1]])",1,[0 0 -1 0 1],1
270,"(0, 1, 14, 15)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 0, 0, 1, 1], [1, 1, 1, 0, 0]])",1,[0 0 0 -1 1],1
271,"(0, 1, 14, 16)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 0, 0, 1, 1], [1, 1, 0, 1, 0]])",1,[0 0 1 0 0],1
272,"(0, 1, 14, 17)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 0, 0, 1, 1], [1, 1, 0, 0, 1]])",1,[0 0 1 0 0],1
273,"(0, 1, 14, 18)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 0, 0, 1, 1], [1, 0, 1, 1, 0]])",1,[0 0 1 -1 1],1
274,"(0, 1, 14, 19)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 0, 0, 1, 1], [1, 0, 1, 0, 1]])",1,[0 0 -1 -1 1],1
276,"(0, 1, 14, 21)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 0, 0, 1, 1], [0, 1, 1, 1, 0]])",1,[0 0 1 -1 1],1
277,"(0, 1, 14, 22)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 0, 0, 1, 1], [0, 1, 1, 0, 1]])",1,[0 0 -1 -1 1],1
279,"(0, 1, 14, 24)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 0, 0, 1, 1], [0, 0, 1, 1, 1]])",1,[0 0 0 -1 1],1
280,"(0, 1, 14, 25)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 0, 0, 1, 1], [1, 1, 1, 1, 0]])",1,[0 0 1 -1 1],1
281,"(0, 1, 14, 26)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 0, 0, 1, 1], [1, 1, 1, 0, 1]])",1,[0 0 -1 -1 1],1
283,"(0, 1, 14, 28)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 0, 0, 1, 1], [1, 0, 1, 1, 1]])",1,[0 0 0 -1 1],1
284,"(0, 1, 14, 29)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 0, 0, 1, 1], [0, 1, 1, 1, 1]])",1,[0 0 0 -1 1],1
285,"(0, 1, 14, 30)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 0, 0, 1, 1], [1, 1, 1, 1, 1]])",1,[0 0 0 -1 1],1
286,"(0, 1, 15, 16)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 1, 1, 0, 0], [1, 1, 0, 1, 0]])",1,[0 0 0 0 1],1
287,"(0, 1, 15, 17)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 1, 1, 0, 0], [1, 1, 0, 0, 1]])",1,[0 0 0 1 0],1
288,"(0, 1, 15, 18)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 1, 1, 0, 0], [1, 0, 1, 1, 0]])",1,[0 0 0 0 1],1
289,"(0, 1, 15, 19)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 1, 1, 0, 0], [1, 0, 1, 0, 1]])",1,[0 0 0 1 0],1
290,"(0, 1, 15, 20)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 1, 1, 0, 0], [1, 0, 0, 1, 1]])",1,[0 0 0 -1 1],1
291,"(0, 1, 15, 21)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 1, 1, 0, 0], [0, 1, 1, 1, 0]])",1,[0 0 0 0 1],1
292,"(0, 1, 15, 22)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 1, 1, 0, 0], [0, 1, 1, 0, 1]])",1,[0 0 0 1 0],1
293,"(0, 1, 15, 23)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 1, 1, 0, 0], [0, 1, 0, 1, 1]])",1,[0 0 0 -1 1],1
294,"(0, 1, 15, 24)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 1, 1, 0, 0], [0, 0, 1, 1, 1]])",1,[0 0 0 -1 1],1
295,"(0, 1, 15, 25)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 1, 1, 0, 0], [1, 1, 1, 1, 0]])",1,[0 0 0 0 1],1
296,"(0, 1, 15, 26)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 1, 1, 0, 0], [1, 1, 1, 0, 1]])",1,[0 0 0 1 0],1
297,"(0, 1, 15, 27)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 1, 1, 0, 0], [1, 1, 0, 1, 1]])",1,[0 0 0 -1 1],1
298,"(0, 1, 15, 28)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 1, 1, 0, 0], [1, 0, 1, 1, 1]])",1,[0 0 0 -1 1],1
299,"(0, 1, 15, 29)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 1, 1, 0, 0], [0, 1, 1, 1, 1]])",1,[0 0 0 -1 1],1
300,"(0, 1, 15, 30)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 1, 1, 0, 0], [1, 1, 1, 1, 1]])",1,[0 0 0 -1 1],1
301,"(0, 1, 16, 17)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 1, 0, 1, 0], [1, 1, 0, 0, 1]])",1,[0 0 1 0 0],1
302,"(0, 1, 16, 18)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 1, 0, 1, 0], [1, 0, 1, 1, 0]])",1,[0 0 0 0 1],1
303,"(0, 1, 16, 19)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 1, 0, 1, 0], [1, 0, 1, 0, 1]])",1,[0 0 -1 0 1],1
304,"(0, 1, 16, 20)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 1, 0, 1, 0], [1, 0, 0, 1, 1]])",1,[0 0 1 0 0],1
305,"(0, 1, 16, 21)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 1, 0, 1, 0], [0, 1, 1, 1, 0]])",1,[0 0 0 0 1],1
306,"(0, 1, 16, 22)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 1, 0, 1, 0], [0, 1, 1, 0, 1]])",1,[0 0 -1 0 1],1
307,"(0, 1, 16, 23)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 1, 0, 1, 0], [0, 1, 0, 1, 1]])",1,[0 0 1 0 0],1
308,"(0, 1, 16, 24)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 1, 0, 1, 0], [0, 0, 1, 1, 1]])",1,[0 0 -1 0 1],1
309,"(0, 1, 16, 25)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 1, 0, 1, 0], [1, 1, 1, 1, 0]])",1,[0 0 0 0 1],1
310,"(0, 1, 16, 26)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 1, 0, 1, 0], [1, 1, 1, 0, 1]])",1,[0 0 -1 0 1],1
311,"(0, 1, 16, 27)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 1, 0, 1, 0], [1, 1, 0, 1, 1]])",1,[0 0 1 0 0],1
312,"(0, 1, 16, 28)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 1, 0, 1, 0], [1, 0, 1, 1, 1]])",1,[0 0 -1 0 1],1
313,"(0, 1, 16, 29)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 1, 0, 1, 0], [0, 1, 1, 1, 1]])",1,[0 0 -1 0 1],1
314,"(0, 1, 16, 30)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 1, 0, 1, 0], [1, 1, 1, 1, 1]])",1,[0 0 -1 0 1],1
315,"(0, 1, 17, 18)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 1, 0, 0, 1], [1, 0, 1, 1, 0]])",1,[0 0 -1 1 0],1
316,"(0, 1, 17, 19)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 1, 0, 0, 1], [1, 0, 1, 0, 1]])",1,[0 0 0 1 0],1
317,"(0, 1, 17, 20)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 1, 0, 0, 1], [1, 0, 0, 1, 1]])",1,[0 0 1 0 0],1
318,"(0, 1, 17, 21)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 1, 0, 0, 1], [0, 1, 1, 1, 0]])",1,[0 0 -1 1 0],1
319,"(0, 1, 17, 22)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 1, 0, 0, 1], [0, 1, 1, 0, 1]])",1,[0 0 0 1 0],1
320,"(0, 1, 17, 23)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 1, 0, 0, 1], [0, 1, 0, 1, 1]])",1,[0 0 1 0 0],1
321,"(0, 1, 17, 24)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 1, 0, 0, 1], [0, 0, 1, 1, 1]])",1,[0 0 -1 1 0],1
322,"(0, 1, 17, 25)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 1, 0, 0, 1], [1, 1, 1, 1, 0]])",1,[0 0 -1 1 0],1
323,"(0, 1, 17, 26)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 1, 0, 0, 1], [1, 1, 1, 0, 1]])",1,[0 0 0 1 0],1
324,"(0, 1, 17, 27)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 1, 0, 0, 1], [1, 1, 0, 1, 1]])",1,[0 0 1 0 0],1
325,"(0, 1, 17, 28)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 1, 0, 0, 1], [1, 0, 1, 1, 1]])",1,[0 0 -1 1 0],1
326,"(0, 1, 17, 29)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 1, 0, 0, 1], [0, 1, 1, 1, 1]])",1,[0 0 -1 1 0],1
327,"(0, 1, 17, 30)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 1, 0, 0, 1], [1, 1, 1, 1, 1]])",1,[0 0 -1 1 0],1
328,"(0, 1, 18, 19)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 0, 1, 1, 0], [1, 0, 1, 0, 1]])",1,[0 0 -1 1 1],1
329,"(0, 1, 18, 20)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 0, 1, 1, 0], [1, 0, 0, 1, 1]])",1,[0 0 1 -1 1],1
331,"(0, 1, 18, 22)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 0, 1, 1, 0], [0, 1, 1, 0, 1]])",1,[0 0 -1 1 1],1
332,"(0, 1, 18, 23)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 0, 1, 1, 0], [0, 1, 0, 1, 1]])",1,[0 0 1 -1 1],1
333,"(0, 1, 18, 24)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 0, 1, 1, 0], [0, 0, 1, 1, 1]])",1,[0 0 -1 1 0],1
335,"(0, 1, 18, 26)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 0, 1, 1, 0], [1, 1, 1, 0, 1]])",1,[0 0 -1 1 1],1
336,"(0, 1, 18, 27)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 0, 1, 1, 0], [1, 1, 0, 1, 1]])",1,[0 0 1 -1 1],1
337,"(0, 1, 18, 28)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 0, 1, 1, 0], [1, 0, 1, 1, 1]])",1,[0 0 -1 1 0],1
338,"(0, 1, 18, 29)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 0, 1, 1, 0], [0, 1, 1, 1, 1]])",1,[0 0 -1 1 0],1
339,"(0, 1, 18, 30)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 0, 1, 1, 0], [1, 1, 1, 1, 1]])",1,[0 0 -1 1 0],1
340,"(0, 1, 19, 20)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 0, 1, 0, 1], [1, 0, 0, 1, 1]])",1,[0 0 -1 -1 1],1
341,"(0, 1, 19, 21)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 0, 1, 0, 1], [0, 1, 1, 1, 0]])",1,[0 0 -1 1 1],1
343,"(0, 1, 19, 23)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 0, 1, 0, 1], [0, 1, 0, 1, 1]])",1,[0 0 -1 -1 1],1
344,"(0, 1, 19, 24)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 0, 1, 0, 1], [0, 0, 1, 1, 1]])",1,[0 0 -1 0 1],1
345,"(0, 1, 19, 25)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 0, 1, 0, 1], [1, 1, 1, 1, 0]])",1,[0 0 -1 1 1],1
347,"(0, 1, 19, 27)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 0, 1, 0, 1], [1, 1, 0, 1, 1]])",1,[0 0 -1 -1 1],1
348,"(0, 1, 19, 28)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 0, 1, 0, 1], [1, 0, 1, 1, 1]])",1,[0 0 -1 0 1],1
