,Combination,B_I,Ker Len,Duplicate Elem Vect,Duplicate
29506,"(14, 20, 24, 27)","Matrix([[0, 0, 0, 1, 1], [1, 0, 0, 1, 1], [0, 0, 1, 1, 1], [1, 1, 0, 1, 1]])",1,[0 0 0 -1 1],1
29508,"(14, 20, 24, 29)","Matrix([[0, 0, 0, 1, 1], [1, 0, 0, 1, 1], [0, 0, 1, 1, 1], [0, 1, 1, 1, 1]])",1,[0 0 0 -1 1],1
29509,"(14, 20, 24, 30)","Matrix([[0, 0, 0, 1, 1], [1, 0, 0, 1, 1], [0, 0, 1, 1, 1], [1, 1, 1, 1, 1]])",1,[0 0 0 -1 1],1
29510,"(14, 20, 25, 26)","Matrix([[0, 0, 0, 1, 1], [1, 0, 0, 1, 1], [1, 1, 1, 1, 0], [1, 1, 1, 0, 1]])",1,[0 -1 1 0 0],1
29511,"(14, 20, 25, 27)","Matrix([[0, 0, 0, 1, 1], [1, 0, 0, 1, 1], [1, 1, 1, 1, 0], [1, 1, 0, 1, 1]])",1,[0 0 1 -1 1],1
29512,"(14, 20, 25, 28)","Matrix([[0, 0, 0, 1, 1], [1, 0, 0, 1, 1], [1, 1, 1, 1, 0], [1, 0, 1, 1, 1]])",1,[0 1 0 -1 1],1
29513,"(14, 20, 25, 29)","Matrix([[0, 0, 0, 1, 1], [1, 0, 0, 1, 1], [1, 1, 1, 1, 0], [0, 1, 1, 1, 1]])",1,[0 -1 1 0 0],1
29514,"(14, 20, 25, 30)","Matrix([[0, 0, 0, 1, 1], [1, 0, 0, 1, 1], [1, 1, 1, 1, 0], [1, 1, 1, 1, 1]])",1,[0 -1 1 0 0],1
29515,"(14, 20, 26, 27)","Matrix([[0, 0, 0, 1, 1], [1, 0, 0, 1, 1], [1, 1, 1, 0, 1], [1, 1, 0, 1, 1]])",1,[0 0 -1 -1 1],1
29516,"(14, 20, 26, 28)","Matrix([[0, 0, 0, 1, 1], [1, 0, 0, 1, 1], [1, 1, 1, 0, 1], [1, 0, 1, 1, 1]])",1,[0 -1 0 -1 1],1
29517,"(14, 20, 26, 29)","Matrix([[0, 0, 0, 1, 1], [1, 0, 0, 1, 1], [1, 1, 1, 0, 1], [0, 1, 1, 1, 1]])",1,[0 -1 1 0 0],1
29518,"(14, 20, 26, 30)","Matrix([[0, 0, 0, 1, 1], [1, 0, 0, 1, 1], [1, 1, 1, 0, 1], [1, 1, 1, 1, 1]])",1,[0 -1 1 0 0],1
29519,"(14, 20, 27, 28)","Matrix([[0, 0, 0, 1, 1], [1, 0, 0, 1, 1], [1, 1, 0, 1, 1], [1, 0, 1, 1, 1]])",1,[0 0 0 -1 1],1
29520,"(14, 20, 27, 29)","Matrix([[0, 0, 0, 1, 1], [1, 0, 0, 1, 1], [1, 1, 0, 1, 1], [0, 1, 1, 1, 1]])",1,[0 0 0 -1 1],1
29521,"(14, 20, 27, 30)","Matrix([[0, 0, 0, 1, 1], [1, 0, 0, 1, 1], [1, 1, 0, 1, 1], [1, 1, 1, 1, 1]])",1,[0 0 0 -1 1],1
29522,"(14, 20, 28, 29)","Matrix([[0, 0, 0, 1, 1], [1, 0, 0, 1, 1], [1, 0, 1, 1, 1], [0, 1, 1, 1, 1]])",1,[0 0 0 -1 1],1
29523,"(14, 20, 28, 30)","Matrix([[0, 0, 0, 1, 1], [1, 0, 0, 1, 1], [1, 0, 1, 1, 1], [1, 1, 1, 1, 1]])",1,[0 0 0 -1 1],1
29525,"(14, 21, 22, 23)","Matrix([[0, 0, 0, 1, 1], [0, 1, 1, 1, 0], [0, 1, 1, 0, 1], [0, 1, 0, 1, 1]])",1,[1 0 0 0 0],1
29526,"(14, 21, 22, 24)","Matrix([[0, 0, 0, 1, 1], [0, 1, 1, 1, 0], [0, 1, 1, 0, 1], [0, 0, 1, 1, 1]])",1,[1 0 0 0 0],1
29527,"(14, 21, 22, 25)","Matrix([[0, 0, 0, 1, 1], [0, 1, 1, 1, 0], [0, 1, 1, 0, 1], [1, 1, 1, 1, 0]])",1,[0 -1 1 0 0],1
29528,"(14, 21, 22, 26)","Matrix([[0, 0, 0, 1, 1], [0, 1, 1, 1, 0], [0, 1, 1, 0, 1], [1, 1, 1, 0, 1]])",1,[0 -1 1 0 0],1
29529,"(14, 21, 22, 27)","Matrix([[0, 0, 0, 1, 1], [0, 1, 1, 1, 0], [0, 1, 1, 0, 1], [1, 1, 0, 1, 1]])",1,[1 -1 1 0 0],1
29530,"(14, 21, 22, 28)","Matrix([[0, 0, 0, 1, 1], [0, 1, 1, 1, 0], [0, 1, 1, 0, 1], [1, 0, 1, 1, 1]])",1,[-1 -1 1 0 0],1
29532,"(14, 21, 22, 30)","Matrix([[0, 0, 0, 1, 1], [0, 1, 1, 1, 0], [0, 1, 1, 0, 1], [1, 1, 1, 1, 1]])",1,[0 -1 1 0 0],1
29533,"(14, 21, 23, 24)","Matrix([[0, 0, 0, 1, 1], [0, 1, 1, 1, 0], [0, 1, 0, 1, 1], [0, 0, 1, 1, 1]])",1,[1 0 0 0 0],1
29534,"(14, 21, 23, 25)","Matrix([[0, 0, 0, 1, 1], [0, 1, 1, 1, 0], [0, 1, 0, 1, 1], [1, 1, 1, 1, 0]])",1,[0 0 1 -1 1],1
29535,"(14, 21, 23, 26)","Matrix([[0, 0, 0, 1, 1], [0, 1, 1, 1, 0], [0, 1, 0, 1, 1], [1, 1, 1, 0, 1]])",1,[-2 0 1 -1 1],1
29536,"(14, 21, 23, 27)","Matrix([[0, 0, 0, 1, 1], [0, 1, 1, 1, 0], [0, 1, 0, 1, 1], [1, 1, 0, 1, 1]])",1,[0 0 1 -1 1],1
29537,"(14, 21, 23, 28)","Matrix([[0, 0, 0, 1, 1], [0, 1, 1, 1, 0], [0, 1, 0, 1, 1], [1, 0, 1, 1, 1]])",1,[-1 0 1 -1 1],1
29538,"(14, 21, 23, 29)","Matrix([[0, 0, 0, 1, 1], [0, 1, 1, 1, 0], [0, 1, 0, 1, 1], [0, 1, 1, 1, 1]])",1,[1 0 0 0 0],1
29539,"(14, 21, 23, 30)","Matrix([[0, 0, 0, 1, 1], [0, 1, 1, 1, 0], [0, 1, 0, 1, 1], [1, 1, 1, 1, 1]])",1,[-1 0 1 -1 1],1
29540,"(14, 21, 24, 25)","Matrix([[0, 0, 0, 1, 1], [0, 1, 1, 1, 0], [0, 0, 1, 1, 1], [1, 1, 1, 1, 0]])",1,[0 1 0 -1 1],1
29541,"(14, 21, 24, 26)","Matrix([[0, 0, 0, 1, 1], [0, 1, 1, 1, 0], [0, 0, 1, 1, 1], [1, 1, 1, 0, 1]])",1,[-2 1 0 -1 1],1
29542,"(14, 21, 24, 27)","Matrix([[0, 0, 0, 1, 1], [0, 1, 1, 1, 0], [0, 0, 1, 1, 1], [1, 1, 0, 1, 1]])",1,[-1 1 0 -1 1],1
29543,"(14, 21, 24, 28)","Matrix([[0, 0, 0, 1, 1], [0, 1, 1, 1, 0], [0, 0, 1, 1, 1], [1, 0, 1, 1, 1]])",1,[0 1 0 -1 1],1
29544,"(14, 21, 24, 29)","Matrix([[0, 0, 0, 1, 1], [0, 1, 1, 1, 0], [0, 0, 1, 1, 1], [0, 1, 1, 1, 1]])",1,[1 0 0 0 0],1
29545,"(14, 21, 24, 30)","Matrix([[0, 0, 0, 1, 1], [0, 1, 1, 1, 0], [0, 0, 1, 1, 1], [1, 1, 1, 1, 1]])",1,[-1 1 0 -1 1],1
29546,"(14, 21, 25, 26)","Matrix([[0, 0, 0, 1, 1], [0, 1, 1, 1, 0], [1, 1, 1, 1, 0], [1, 1, 1, 0, 1]])",1,[0 -1 1 0 0],1
29547,"(14, 21, 25, 27)","Matrix([[0, 0, 0, 1, 1], [0, 1, 1, 1, 0], [1, 1, 1, 1, 0], [1, 1, 0, 1, 1]])",1,[0 0 1 -1 1],1
29548,"(14, 21, 25, 28)","Matrix([[0, 0, 0, 1, 1], [0, 1, 1, 1, 0], [1, 1, 1, 1, 0], [1, 0, 1, 1, 1]])",1,[0 1 0 -1 1],1
29549,"(14, 21, 25, 29)","Matrix([[0, 0, 0, 1, 1], [0, 1, 1, 1, 0], [1, 1, 1, 1, 0], [0, 1, 1, 1, 1]])",1,[0 -1 1 0 0],1
29550,"(14, 21, 25, 30)","Matrix([[0, 0, 0, 1, 1], [0, 1, 1, 1, 0], [1, 1, 1, 1, 0], [1, 1, 1, 1, 1]])",1,[0 -1 1 0 0],1
29551,"(14, 21, 26, 27)","Matrix([[0, 0, 0, 1, 1], [0, 1, 1, 1, 0], [1, 1, 1, 0, 1], [1, 1, 0, 1, 1]])",1,[-2 2 -1 -1 1],1
29552,"(14, 21, 26, 28)","Matrix([[0, 0, 0, 1, 1], [0, 1, 1, 1, 0], [1, 1, 1, 0, 1], [1, 0, 1, 1, 1]])",1,[-2 -1 2 -1 1],1
29553,"(14, 21, 26, 29)","Matrix([[0, 0, 0, 1, 1], [0, 1, 1, 1, 0], [1, 1, 1, 0, 1], [0, 1, 1, 1, 1]])",1,[0 -1 1 0 0],1
29554,"(14, 21, 26, 30)","Matrix([[0, 0, 0, 1, 1], [0, 1, 1, 1, 0], [1, 1, 1, 0, 1], [1, 1, 1, 1, 1]])",1,[0 -1 1 0 0],1
29555,"(14, 21, 27, 28)","Matrix([[0, 0, 0, 1, 1], [0, 1, 1, 1, 0], [1, 1, 0, 1, 1], [1, 0, 1, 1, 1]])",1,[-1 1 1 -2 2],1
29556,"(14, 21, 27, 29)","Matrix([[0, 0, 0, 1, 1], [0, 1, 1, 1, 0], [1, 1, 0, 1, 1], [0, 1, 1, 1, 1]])",1,[1 -1 1 0 0],1
29557,"(14, 21, 27, 30)","Matrix([[0, 0, 0, 1, 1], [0, 1, 1, 1, 0], [1, 1, 0, 1, 1], [1, 1, 1, 1, 1]])",1,[-1 1 0 -1 1],1
29558,"(14, 21, 28, 29)","Matrix([[0, 0, 0, 1, 1], [0, 1, 1, 1, 0], [1, 0, 1, 1, 1], [0, 1, 1, 1, 1]])",1,[-1 -1 1 0 0],1
29559,"(14, 21, 28, 30)","Matrix([[0, 0, 0, 1, 1], [0, 1, 1, 1, 0], [1, 0, 1, 1, 1], [1, 1, 1, 1, 1]])",1,[-1 0 1 -1 1],1
29560,"(14, 21, 29, 30)","Matrix([[0, 0, 0, 1, 1], [0, 1, 1, 1, 0], [0, 1, 1, 1, 1], [1, 1, 1, 1, 1]])",1,[0 -1 1 0 0],1
29561,"(14, 22, 23, 24)","Matrix([[0, 0, 0, 1, 1], [0, 1, 1, 0, 1], [0, 1, 0, 1, 1], [0, 0, 1, 1, 1]])",1,[1 0 0 0 0],1
29562,"(14, 22, 23, 25)","Matrix([[0, 0, 0, 1, 1], [0, 1, 1, 0, 1], [0, 1, 0, 1, 1], [1, 1, 1, 1, 0]])",1,[2 0 -1 -1 1],1
29563,"(14, 22, 23, 26)","Matrix([[0, 0, 0, 1, 1], [0, 1, 1, 0, 1], [0, 1, 0, 1, 1], [1, 1, 1, 0, 1]])",1,[0 0 -1 -1 1],1
29564,"(14, 22, 23, 27)","Matrix([[0, 0, 0, 1, 1], [0, 1, 1, 0, 1], [0, 1, 0, 1, 1], [1, 1, 0, 1, 1]])",1,[0 0 -1 -1 1],1
29565,"(14, 22, 23, 28)","Matrix([[0, 0, 0, 1, 1], [0, 1, 1, 0, 1], [0, 1, 0, 1, 1], [1, 0, 1, 1, 1]])",1,[1 0 -1 -1 1],1
29566,"(14, 22, 23, 29)","Matrix([[0, 0, 0, 1, 1], [0, 1, 1, 0, 1], [0, 1, 0, 1, 1], [0, 1, 1, 1, 1]])",1,[1 0 0 0 0],1
29567,"(14, 22, 23, 30)","Matrix([[0, 0, 0, 1, 1], [0, 1, 1, 0, 1], [0, 1, 0, 1, 1], [1, 1, 1, 1, 1]])",1,[1 0 -1 -1 1],1
29568,"(14, 22, 24, 25)","Matrix([[0, 0, 0, 1, 1], [0, 1, 1, 0, 1], [0, 0, 1, 1, 1], [1, 1, 1, 1, 0]])",1,[2 -1 0 -1 1],1
29569,"(14, 22, 24, 26)","Matrix([[0, 0, 0, 1, 1], [0, 1, 1, 0, 1], [0, 0, 1, 1, 1], [1, 1, 1, 0, 1]])",1,[0 -1 0 -1 1],1
29570,"(14, 22, 24, 27)","Matrix([[0, 0, 0, 1, 1], [0, 1, 1, 0, 1], [0, 0, 1, 1, 1], [1, 1, 0, 1, 1]])",1,[1 -1 0 -1 1],1
29571,"(14, 22, 24, 28)","Matrix([[0, 0, 0, 1, 1], [0, 1, 1, 0, 1], [0, 0, 1, 1, 1], [1, 0, 1, 1, 1]])",1,[0 -1 0 -1 1],1
29572,"(14, 22, 24, 29)","Matrix([[0, 0, 0, 1, 1], [0, 1, 1, 0, 1], [0, 0, 1, 1, 1], [0, 1, 1, 1, 1]])",1,[1 0 0 0 0],1
29573,"(14, 22, 24, 30)","Matrix([[0, 0, 0, 1, 1], [0, 1, 1, 0, 1], [0, 0, 1, 1, 1], [1, 1, 1, 1, 1]])",1,[1 -1 0 -1 1],1
29574,"(14, 22, 25, 26)","Matrix([[0, 0, 0, 1, 1], [0, 1, 1, 0, 1], [1, 1, 1, 1, 0], [1, 1, 1, 0, 1]])",1,[0 -1 1 0 0],1
29575,"(14, 22, 25, 27)","Matrix([[0, 0, 0, 1, 1], [0, 1, 1, 0, 1], [1, 1, 1, 1, 0], [1, 1, 0, 1, 1]])",1,[2 -2 1 -1 1],1
29576,"(14, 22, 25, 28)","Matrix([[0, 0, 0, 1, 1], [0, 1, 1, 0, 1], [1, 1, 1, 1, 0], [1, 0, 1, 1, 1]])",1,[2 1 -2 -1 1],1
29577,"(14, 22, 25, 29)","Matrix([[0, 0, 0, 1, 1], [0, 1, 1, 0, 1], [1, 1, 1, 1, 0], [0, 1, 1, 1, 1]])",1,[0 -1 1 0 0],1
29578,"(14, 22, 25, 30)","Matrix([[0, 0, 0, 1, 1], [0, 1, 1, 0, 1], [1, 1, 1, 1, 0], [1, 1, 1, 1, 1]])",1,[0 -1 1 0 0],1
29579,"(14, 22, 26, 27)","Matrix([[0, 0, 0, 1, 1], [0, 1, 1, 0, 1], [1, 1, 1, 0, 1], [1, 1, 0, 1, 1]])",1,[0 0 -1 -1 1],1
29580,"(14, 22, 26, 28)","Matrix([[0, 0, 0, 1, 1], [0, 1, 1, 0, 1], [1, 1, 1, 0, 1], [1, 0, 1, 1, 1]])",1,[0 -1 0 -1 1],1
29581,"(14, 22, 26, 29)","Matrix([[0, 0, 0, 1, 1], [0, 1, 1, 0, 1], [1, 1, 1, 0, 1], [0, 1, 1, 1, 1]])",1,[0 -1 1 0 0],1
29582,"(14, 22, 26, 30)","Matrix([[0, 0, 0, 1, 1], [0, 1, 1, 0, 1], [1, 1, 1, 0, 1], [1, 1, 1, 1, 1]])",1,[0 -1 1 0 0],1
29583,"(14, 22, 27, 28)","Matrix([[0, 0, 0, 1, 1], [0, 1, 1, 0, 1], [1, 1, 0, 1, 1], [1, 0, 1, 1, 1]])",1,[1 -1 -1 -2 2],1
29584,"(14, 22, 27, 29)","Matrix([[0, 0, 0, 1, 1], [0, 1, 1, 0, 1], [1, 1, 0, 1, 1], [0, 1, 1, 1, 1]])",1,[1 -1 1 0 0],1
29585,"(14, 22, 27, 30)","Matrix([[0, 0, 0, 1, 1], [0, 1, 1, 0, 1], [1, 1, 0, 1, 1], [1, 1, 1, 1, 1]])",1,[1 -1 0 -1 1],1
29586,"(14, 22, 28, 29)","Matrix([[0, 0, 0, 1, 1], [0, 1, 1, 0, 1], [1, 0, 1, 1, 1], [0, 1, 1, 1, 1]])",1,[-1 -1 1 0 0],1
29587,"(14, 22, 28, 30)","Matrix([[0, 0, 0, 1, 1], [0, 1, 1, 0, 1], [1, 0, 1, 1, 1], [1, 1, 1, 1, 1]])",1,[1 0 -1 -1 1],1
29588,"(14, 22, 29, 30)","Matrix([[0, 0, 0, 1, 1], [0, 1, 1, 0, 1], [0, 1, 1, 1, 1], [1, 1, 1, 1, 1]])",1,[0 -1 1 0 0],1
29589,"(14, 23, 24, 25)","Matrix([[0, 0, 0, 1, 1], [0, 1, 0, 1, 1], [0, 0, 1, 1, 1], [1, 1, 1, 1, 0]])",1,[1 0 0 -1 1],1
29590,"(14, 23, 24, 26)","Matrix([[0, 0, 0, 1, 1], [0, 1, 0, 1, 1], [0, 0, 1, 1, 1], [1, 1, 1, 0, 1]])",1,[-1 0 0 -1 1],1
29591,"(14, 23, 24, 27)","Matrix([[0, 0, 0, 1, 1], [0, 1, 0, 1, 1], [0, 0, 1, 1, 1], [1, 1, 0, 1, 1]])",1,[0 0 0 -1 1],1
29592,"(14, 23, 24, 28)","Matrix([[0, 0, 0, 1, 1], [0, 1, 0, 1, 1], [0, 0, 1, 1, 1], [1, 0, 1, 1, 1]])",1,[0 0 0 -1 1],1
29594,"(14, 23, 24, 30)","Matrix([[0, 0, 0, 1, 1], [0, 1, 0, 1, 1], [0, 0, 1, 1, 1], [1, 1, 1, 1, 1]])",1,[0 0 0 -1 1],1
29595,"(14, 23, 25, 26)","Matrix([[0, 0, 0, 1, 1], [0, 1, 0, 1, 1], [1, 1, 1, 1, 0], [1, 1, 1, 0, 1]])",1,[-1 0 1 0 0],1
29596,"(14, 23, 25, 27)","Matrix([[0, 0, 0, 1, 1], [0, 1, 0, 1, 1], [1, 1, 1, 1, 0], [1, 1, 0, 1, 1]])",1,[0 0 1 -1 1],1
29597,"(14, 23, 25, 28)","Matrix([[0, 0, 0, 1, 1], [0, 1, 0, 1, 1], [1, 1, 1, 1, 0], [1, 0, 1, 1, 1]])",1,[-1 0 1 0 0],1
29598,"(14, 23, 25, 29)","Matrix([[0, 0, 0, 1, 1], [0, 1, 0, 1, 1], [1, 1, 1, 1, 0], [0, 1, 1, 1, 1]])",1,[1 0 0 -1 1],1
29599,"(14, 23, 25, 30)","Matrix([[0, 0, 0, 1, 1], [0, 1, 0, 1, 1], [1, 1, 1, 1, 0], [1, 1, 1, 1, 1]])",1,[-1 0 1 0 0],1
29600,"(14, 23, 26, 27)","Matrix([[0, 0, 0, 1, 1], [0, 1, 0, 1, 1], [1, 1, 1, 0, 1], [1, 1, 0, 1, 1]])",1,[0 0 -1 -1 1],1
29601,"(14, 23, 26, 28)","Matrix([[0, 0, 0, 1, 1], [0, 1, 0, 1, 1], [1, 1, 1, 0, 1], [1, 0, 1, 1, 1]])",1,[-1 0 1 0 0],1
29602,"(14, 23, 26, 29)","Matrix([[0, 0, 0, 1, 1], [0, 1, 0, 1, 1], [1, 1, 1, 0, 1], [0, 1, 1, 1, 1]])",1,[-1 0 0 -1 1],1
29603,"(14, 23, 26, 30)","Matrix([[0, 0, 0, 1, 1], [0, 1, 0, 1, 1], [1, 1, 1, 0, 1], [1, 1, 1, 1, 1]])",1,[-1 0 1 0 0],1
29604,"(14, 23, 27, 28)","Matrix([[0, 0, 0, 1, 1], [0, 1, 0, 1, 1], [1, 1, 0, 1, 1], [1, 0, 1, 1, 1]])",1,[0 0 0 -1 1],1
29605,"(14, 23, 27, 29)","Matrix([[0, 0, 0, 1, 1], [0, 1, 0, 1, 1], [1, 1, 0, 1, 1], [0, 1, 1, 1, 1]])",1,[0 0 0 -1 1],1
29606,"(14, 23, 27, 30)","Matrix([[0, 0, 0, 1, 1], [0, 1, 0, 1, 1], [1, 1, 0, 1, 1], [1, 1, 1, 1, 1]])",1,[0 0 0 -1 1],1
29607,"(14, 23, 28, 29)","Matrix([[0, 0, 0, 1, 1], [0, 1, 0, 1, 1], [1, 0, 1, 1, 1], [0, 1, 1, 1, 1]])",1,[0 0 0 -1 1],1
29609,"(14, 23, 29, 30)","Matrix([[0, 0, 0, 1, 1], [0, 1, 0, 1, 1], [0, 1, 1, 1, 1], [1, 1, 1, 1, 1]])",1,[0 0 0 -1 1],1
29610,"(14, 24, 25, 26)","Matrix([[0, 0, 0, 1, 1], [0, 0, 1, 1, 1], [1, 1, 1, 1, 0], [1, 1, 1, 0, 1]])",1,[-1 1 0 0 0],1
29611,"(14, 24, 25, 27)","Matrix([[0, 0, 0, 1, 1], [0, 0, 1, 1, 1], [1, 1, 1, 1, 0], [1, 1, 0, 1, 1]])",1,[-1 1 0 0 0],1
29612,"(14, 24, 25, 28)","Matrix([[0, 0, 0, 1, 1], [0, 0, 1, 1, 1], [1, 1, 1, 1, 0], [1, 0, 1, 1, 1]])",1,[0 1 0 -1 1],1
29613,"(14, 24, 25, 29)","Matrix([[0, 0, 0, 1, 1], [0, 0, 1, 1, 1], [1, 1, 1, 1, 0], [0, 1, 1, 1, 1]])",1,[1 0 0 -1 1],1
29614,"(14, 24, 25, 30)","Matrix([[0, 0, 0, 1, 1], [0, 0, 1, 1, 1], [1, 1, 1, 1, 0], [1, 1, 1, 1, 1]])",1,[-1 1 0 0 0],1
29615,"(14, 24, 26, 27)","Matrix([[0, 0, 0, 1, 1], [0, 0, 1, 1, 1], [1, 1, 1, 0, 1], [1, 1, 0, 1, 1]])",1,[-1 1 0 0 0],1
29616,"(14, 24, 26, 28)","Matrix([[0, 0, 0, 1, 1], [0, 0, 1, 1, 1], [1, 1, 1, 0, 1], [1, 0, 1, 1, 1]])",1,[0 -1 0 -1 1],1
29617,"(14, 24, 26, 29)","Matrix([[0, 0, 0, 1, 1], [0, 0, 1, 1, 1], [1, 1, 1, 0, 1], [0, 1, 1, 1, 1]])",1,[-1 0 0 -1 1],1
29618,"(14, 24, 26, 30)","Matrix([[0, 0, 0, 1, 1], [0, 0, 1, 1, 1], [1, 1, 1, 0, 1], [1, 1, 1, 1, 1]])",1,[-1 1 0 0 0],1
29619,"(14, 24, 27, 28)","Matrix([[0, 0, 0, 1, 1], [0, 0, 1, 1, 1], [1, 1, 0, 1, 1], [1, 0, 1, 1, 1]])",1,[0 0 0 -1 1],1
29620,"(14, 24, 27, 29)","Matrix([[0, 0, 0, 1, 1], [0, 0, 1, 1, 1], [1, 1, 0, 1, 1], [0, 1, 1, 1, 1]])",1,[0 0 0 -1 1],1
29622,"(14, 24, 28, 29)","Matrix([[0, 0, 0, 1, 1], [0, 0, 1, 1, 1], [1, 0, 1, 1, 1], [0, 1, 1, 1, 1]])",1,[0 0 0 -1 1],1
29623,"(14, 24, 28, 30)","Matrix([[0, 0, 0, 1, 1], [0, 0, 1, 1, 1], [1, 0, 1, 1, 1], [1, 1, 1, 1, 1]])",1,[0 0 0 -1 1],1
29624,"(14, 24, 29, 30)","Matrix([[0, 0, 0, 1, 1], [0, 0, 1, 1, 1], [0, 1, 1, 1, 1], [1, 1, 1, 1, 1]])",1,[0 0 0 -1 1],1
29625,"(14, 25, 26, 27)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 1, 0], [1, 1, 1, 0, 1], [1, 1, 0, 1, 1]])",1,[-1 1 0 0 0],1
29626,"(14, 25, 26, 28)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 1, 0], [1, 1, 1, 0, 1], [1, 0, 1, 1, 1]])",1,[-1 0 1 0 0],1
29627,"(14, 25, 26, 29)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 1, 0], [1, 1, 1, 0, 1], [0, 1, 1, 1, 1]])",1,[0 -1 1 0 0],1
29629,"(14, 25, 27, 28)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 1, 0], [1, 1, 0, 1, 1], [1, 0, 1, 1, 1]])",1,[-1 1 1 -1 1],1
29630,"(14, 25, 27, 29)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 1, 0], [1, 1, 0, 1, 1], [0, 1, 1, 1, 1]])",1,[1 -1 1 -1 1],1
29631,"(14, 25, 27, 30)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 1, 0], [1, 1, 0, 1, 1], [1, 1, 1, 1, 1]])",1,[-1 1 0 0 0],1
29632,"(14, 25, 28, 29)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 1, 0], [1, 0, 1, 1, 1], [0, 1, 1, 1, 1]])",1,[1 1 -1 -1 1],1
29633,"(14, 25, 28, 30)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 1, 0], [1, 0, 1, 1, 1], [1, 1, 1, 1, 1]])",1,[-1 0 1 0 0],1
29634,"(14, 25, 29, 30)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 1, 0], [0, 1, 1, 1, 1], [1, 1, 1, 1, 1]])",1,[0 -1 1 0 0],1
29635,"(14, 26, 27, 28)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 1], [1, 1, 0, 1, 1], [1, 0, 1, 1, 1]])",1,[1 -1 -1 -1 1],1
29636,"(14, 26, 27, 29)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 1], [1, 1, 0, 1, 1], [0, 1, 1, 1, 1]])",1,[-1 1 -1 -1 1],1
29637,"(14, 26, 27, 30)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 1], [1, 1, 0, 1, 1], [1, 1, 1, 1, 1]])",1,[-1 1 0 0 0],1
29638,"(14, 26, 28, 29)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 1], [1, 0, 1, 1, 1], [0, 1, 1, 1, 1]])",1,[-1 -1 1 -1 1],1
29639,"(14, 26, 28, 30)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 1], [1, 0, 1, 1, 1], [1, 1, 1, 1, 1]])",1,[-1 0 1 0 0],1
29640,"(14, 26, 29, 30)","Matrix([[0, 0, 0, 1, 1], [1, 1, 1, 0, 1], [0, 1, 1, 1, 1], [1, 1, 1, 1, 1]])",1,[0 -1 1 0 0],1
29641,"(14, 27, 28, 29)","Matrix([[0, 0, 0, 1, 1], [1, 1, 0, 1, 1], [1, 0, 1, 1, 1], [0, 1, 1, 1, 1]])",1,[0 0 0 -1 1],1
29642,"(14, 27, 28, 30)","Matrix([[0, 0, 0, 1, 1], [1, 1, 0, 1, 1], [1, 0, 1, 1, 1], [1, 1, 1, 1, 1]])",1,[0 0 0 -1 1],1
29643,"(14, 27, 29, 30)","Matrix([[0, 0, 0, 1, 1], [1, 1, 0, 1, 1], [0, 1, 1, 1, 1], [1, 1, 1, 1, 1]])",1,[0 0 0 -1 1],1
29644,"(14, 28, 29, 30)","Matrix([[0, 0, 0, 1, 1], [1, 0, 1, 1, 1], [0, 1, 1, 1, 1], [1, 1, 1, 1, 1]])",1,[0 0 0 -1 1],1
29646,"(15, 16, 17, 19)","Matrix([[1, 1, 1, 0, 0], [1, 1, 0, 1, 0], [1, 1, 0, 0, 1], [1, 0, 1, 0, 1]])",1,[-2 1 1 1 1],1
29647,"(15, 16, 17, 20)","Matrix([[1, 1, 1, 0, 0], [1, 1, 0, 1, 0], [1, 1, 0, 0, 1], [1, 0, 0, 1, 1]])",1,[-2 1 1 1 1],1
29649,"(15, 16, 17, 22)","Matrix([[1, 1, 1, 0, 0], [1, 1, 0, 1, 0], [1, 1, 0, 0, 1], [0, 1, 1, 0, 1]])",1,[1 -2 1 1 1],1
29650,"(15, 16, 17, 23)","Matrix([[1, 1, 1, 0, 0], [1, 1, 0, 1, 0], [1, 1, 0, 0, 1], [0, 1, 0, 1, 1]])",1,[1 -2 1 1 1],1
29651,"(15, 16, 17, 24)","Matrix([[1, 1, 1, 0, 0], [1, 1, 0, 1, 0], [1, 1, 0, 0, 1], [0, 0, 1, 1, 1]])",1,[-1 1 0 0 0],1
29652,"(15, 16, 17, 25)","Matrix([[1, 1, 1, 0, 0], [1, 1, 0, 1, 0], [1, 1, 0, 0, 1], [1, 1, 1, 1, 0]])",1,[-1 1 0 0 0],1
29653,"(15, 16, 17, 26)","Matrix([[1, 1, 1, 0, 0], [1, 1, 0, 1, 0], [1, 1, 0, 0, 1], [1, 1, 1, 0, 1]])",1,[-1 1 0 0 0],1
