,Combination,B_I,Ker Len,Elementary Vector,Duplicate,Group
28932,"(13, 20, 22, 26)","Matrix([[0, 0, 1, 0, 1], [1, 0, 0, 1, 1], [0, 1, 1, 0, 1], [1, 1, 1, 0, 1]])",1,"(0, 0, -1, -1, 1)",1,363.0
28933,"(13, 20, 22, 27)","Matrix([[0, 0, 1, 0, 1], [1, 0, 0, 1, 1], [0, 1, 1, 0, 1], [1, 1, 0, 1, 1]])",2,,0,
28934,"(13, 20, 22, 28)","Matrix([[0, 0, 1, 0, 1], [1, 0, 0, 1, 1], [0, 1, 1, 0, 1], [1, 0, 1, 1, 1]])",1,"(-1, 0, 0, 1, 0)",1,247.0
28935,"(13, 20, 22, 29)","Matrix([[0, 0, 1, 0, 1], [1, 0, 0, 1, 1], [0, 1, 1, 0, 1], [0, 1, 1, 1, 1]])",1,"(-1, 0, -1, 0, 1)",1,240.0
28936,"(13, 20, 22, 30)","Matrix([[0, 0, 1, 0, 1], [1, 0, 0, 1, 1], [0, 1, 1, 0, 1], [1, 1, 1, 1, 1]])",1,"(-1, 0, 0, 1, 0)",1,247.0
28937,"(13, 20, 23, 24)","Matrix([[0, 0, 1, 0, 1], [1, 0, 0, 1, 1], [0, 1, 0, 1, 1], [0, 0, 1, 1, 1]])",1,"(-1, -1, -1, 0, 1)",1,188.0
28938,"(13, 20, 23, 25)","Matrix([[0, 0, 1, 0, 1], [1, 0, 0, 1, 1], [0, 1, 0, 1, 1], [1, 1, 1, 1, 0]])",1,"(2, 2, -1, -3, 1)",0,606.0
28939,"(13, 20, 23, 26)","Matrix([[0, 0, 1, 0, 1], [1, 0, 0, 1, 1], [0, 1, 0, 1, 1], [1, 1, 1, 0, 1]])",1,"(0, 0, -1, -1, 1)",1,363.0
28940,"(13, 20, 23, 27)","Matrix([[0, 0, 1, 0, 1], [1, 0, 0, 1, 1], [0, 1, 0, 1, 1], [1, 1, 0, 1, 1]])",1,"(0, 0, -1, -1, 1)",1,363.0
28941,"(13, 20, 23, 28)","Matrix([[0, 0, 1, 0, 1], [1, 0, 0, 1, 1], [0, 1, 0, 1, 1], [1, 0, 1, 1, 1]])",1,"(-1, -1, 0, 1, 0)",1,203.0
28942,"(13, 20, 23, 29)","Matrix([[0, 0, 1, 0, 1], [1, 0, 0, 1, 1], [0, 1, 0, 1, 1], [0, 1, 1, 1, 1]])",1,"(-1, -1, 0, 1, 0)",1,203.0
28943,"(13, 20, 23, 30)","Matrix([[0, 0, 1, 0, 1], [1, 0, 0, 1, 1], [0, 1, 0, 1, 1], [1, 1, 1, 1, 1]])",1,"(1, 1, -1, -2, 1)",1,518.0
28944,"(13, 20, 24, 25)","Matrix([[0, 0, 1, 0, 1], [1, 0, 0, 1, 1], [0, 0, 1, 1, 1], [1, 1, 1, 1, 0]])",1,"(-1, 2, -1, 0, 1)",1,321.0
28945,"(13, 20, 24, 26)","Matrix([[0, 0, 1, 0, 1], [1, 0, 0, 1, 1], [0, 0, 1, 1, 1], [1, 1, 1, 0, 1]])",1,"(-1, 1, -1, 0, 1)",1,277.0
28946,"(13, 20, 24, 27)","Matrix([[0, 0, 1, 0, 1], [1, 0, 0, 1, 1], [0, 0, 1, 1, 1], [1, 1, 0, 1, 1]])",1,"(-1, 0, -1, 0, 1)",1,240.0
28947,"(13, 20, 24, 28)","Matrix([[0, 0, 1, 0, 1], [1, 0, 0, 1, 1], [0, 0, 1, 1, 1], [1, 0, 1, 1, 1]])",1,"(0, 1, 0, 0, 0)",1,381.0
28948,"(13, 20, 24, 29)","Matrix([[0, 0, 1, 0, 1], [1, 0, 0, 1, 1], [0, 0, 1, 1, 1], [0, 1, 1, 1, 1]])",1,"(-1, 0, -1, 0, 1)",1,240.0
28949,"(13, 20, 24, 30)","Matrix([[0, 0, 1, 0, 1], [1, 0, 0, 1, 1], [0, 0, 1, 1, 1], [1, 1, 1, 1, 1]])",1,"(-1, 1, -1, 0, 1)",1,277.0
28950,"(13, 20, 25, 26)","Matrix([[0, 0, 1, 0, 1], [1, 0, 0, 1, 1], [1, 1, 1, 1, 0], [1, 1, 1, 0, 1]])",1,"(-2, 2, -1, 1, 1)",1,124.0
28951,"(13, 20, 25, 27)","Matrix([[0, 0, 1, 0, 1], [1, 0, 0, 1, 1], [1, 1, 1, 1, 0], [1, 1, 0, 1, 1]])",1,"(-1, 0, 0, 1, 0)",1,247.0
28952,"(13, 20, 25, 28)","Matrix([[0, 0, 1, 0, 1], [1, 0, 0, 1, 1], [1, 1, 1, 1, 0], [1, 0, 1, 1, 1]])",1,"(-1, 0, 0, 1, 0)",1,247.0
28953,"(13, 20, 25, 29)","Matrix([[0, 0, 1, 0, 1], [1, 0, 0, 1, 1], [1, 1, 1, 1, 0], [0, 1, 1, 1, 1]])",1,"(1, 2, -1, -2, 1)",1,542.0
28954,"(13, 20, 25, 30)","Matrix([[0, 0, 1, 0, 1], [1, 0, 0, 1, 1], [1, 1, 1, 1, 0], [1, 1, 1, 1, 1]])",1,"(-1, 0, 0, 1, 0)",1,247.0
28955,"(13, 20, 26, 27)","Matrix([[0, 0, 1, 0, 1], [1, 0, 0, 1, 1], [1, 1, 1, 0, 1], [1, 1, 0, 1, 1]])",1,"(0, 0, -1, -1, 1)",1,363.0
28956,"(13, 20, 26, 28)","Matrix([[0, 0, 1, 0, 1], [1, 0, 0, 1, 1], [1, 1, 1, 0, 1], [1, 0, 1, 1, 1]])",1,"(-1, 1, 0, 1, 0)",1,290.0
28957,"(13, 20, 26, 29)","Matrix([[0, 0, 1, 0, 1], [1, 0, 0, 1, 1], [1, 1, 1, 0, 1], [0, 1, 1, 1, 1]])",1,"(-1, 1, -2, -1, 2)",1,263.0
28958,"(13, 20, 26, 30)","Matrix([[0, 0, 1, 0, 1], [1, 0, 0, 1, 1], [1, 1, 1, 0, 1], [1, 1, 1, 1, 1]])",1,"(-1, 1, -1, 0, 1)",1,277.0
28959,"(13, 20, 27, 28)","Matrix([[0, 0, 1, 0, 1], [1, 0, 0, 1, 1], [1, 1, 0, 1, 1], [1, 0, 1, 1, 1]])",1,"(-1, 0, 0, 1, 0)",1,247.0
28960,"(13, 20, 27, 29)","Matrix([[0, 0, 1, 0, 1], [1, 0, 0, 1, 1], [1, 1, 0, 1, 1], [0, 1, 1, 1, 1]])",1,"(-1, 0, -1, 0, 1)",1,240.0
28961,"(13, 20, 27, 30)","Matrix([[0, 0, 1, 0, 1], [1, 0, 0, 1, 1], [1, 1, 0, 1, 1], [1, 1, 1, 1, 1]])",1,"(-1, 0, 0, 1, 0)",1,247.0
28962,"(13, 20, 28, 29)","Matrix([[0, 0, 1, 0, 1], [1, 0, 0, 1, 1], [1, 0, 1, 1, 1], [0, 1, 1, 1, 1]])",1,"(-1, -1, 0, 1, 0)",1,203.0
28963,"(13, 20, 28, 30)","Matrix([[0, 0, 1, 0, 1], [1, 0, 0, 1, 1], [1, 0, 1, 1, 1], [1, 1, 1, 1, 1]])",1,"(-1, 0, 0, 1, 0)",1,247.0
28964,"(13, 20, 29, 30)","Matrix([[0, 0, 1, 0, 1], [1, 0, 0, 1, 1], [0, 1, 1, 1, 1], [1, 1, 1, 1, 1]])",1,"(0, 1, -1, -1, 1)",1,375.0
28965,"(13, 21, 22, 23)","Matrix([[0, 0, 1, 0, 1], [0, 1, 1, 1, 0], [0, 1, 1, 0, 1], [0, 1, 0, 1, 1]])",1,"(1, 0, 0, 0, 0)",1,496.0
28966,"(13, 21, 22, 24)","Matrix([[0, 0, 1, 0, 1], [0, 1, 1, 1, 0], [0, 1, 1, 0, 1], [0, 0, 1, 1, 1]])",1,"(1, 0, 0, 0, 0)",1,496.0
28967,"(13, 21, 22, 25)","Matrix([[0, 0, 1, 0, 1], [0, 1, 1, 1, 0], [0, 1, 1, 0, 1], [1, 1, 1, 1, 0]])",1,"(0, 0, -1, 1, 1)",1,366.0
28968,"(13, 21, 22, 26)","Matrix([[0, 0, 1, 0, 1], [0, 1, 1, 1, 0], [0, 1, 1, 0, 1], [1, 1, 1, 0, 1]])",1,"(0, 0, -1, 1, 1)",1,366.0
28969,"(13, 21, 22, 27)","Matrix([[0, 0, 1, 0, 1], [0, 1, 1, 1, 0], [0, 1, 1, 0, 1], [1, 1, 0, 1, 1]])",1,"(-2, 0, -1, 1, 1)",1,80.0
28970,"(13, 21, 22, 28)","Matrix([[0, 0, 1, 0, 1], [0, 1, 1, 1, 0], [0, 1, 1, 0, 1], [1, 0, 1, 1, 1]])",1,"(-1, 0, -1, 1, 1)",1,242.0
28971,"(13, 21, 22, 29)","Matrix([[0, 0, 1, 0, 1], [0, 1, 1, 1, 0], [0, 1, 1, 0, 1], [0, 1, 1, 1, 1]])",1,"(1, 0, 0, 0, 0)",1,496.0
28972,"(13, 21, 22, 30)","Matrix([[0, 0, 1, 0, 1], [0, 1, 1, 1, 0], [0, 1, 1, 0, 1], [1, 1, 1, 1, 1]])",1,"(-1, 0, -1, 1, 1)",1,242.0
28973,"(13, 21, 23, 24)","Matrix([[0, 0, 1, 0, 1], [0, 1, 1, 1, 0], [0, 1, 0, 1, 1], [0, 0, 1, 1, 1]])",1,"(1, 0, 0, 0, 0)",1,496.0
28974,"(13, 21, 23, 25)","Matrix([[0, 0, 1, 0, 1], [0, 1, 1, 1, 0], [0, 1, 0, 1, 1], [1, 1, 1, 1, 0]])",1,"(0, -1, 0, 1, 0)",1,353.0
28975,"(13, 21, 23, 26)","Matrix([[0, 0, 1, 0, 1], [0, 1, 1, 1, 0], [0, 1, 0, 1, 1], [1, 1, 1, 0, 1]])",1,"(1, -1, 0, 1, 0)",1,470.0
28976,"(13, 21, 23, 27)","Matrix([[0, 0, 1, 0, 1], [0, 1, 1, 1, 0], [0, 1, 0, 1, 1], [1, 1, 0, 1, 1]])",1,"(0, -1, 0, 1, 0)",1,353.0
28977,"(13, 21, 23, 28)","Matrix([[0, 0, 1, 0, 1], [0, 1, 1, 1, 0], [0, 1, 0, 1, 1], [1, 0, 1, 1, 1]])",1,"(-1, -1, 0, 1, 0)",1,203.0
28978,"(13, 21, 23, 29)","Matrix([[0, 0, 1, 0, 1], [0, 1, 1, 1, 0], [0, 1, 0, 1, 1], [0, 1, 1, 1, 1]])",2,,0,
28979,"(13, 21, 23, 30)","Matrix([[0, 0, 1, 0, 1], [0, 1, 1, 1, 0], [0, 1, 0, 1, 1], [1, 1, 1, 1, 1]])",1,"(0, -1, 0, 1, 0)",1,353.0
28980,"(13, 21, 24, 25)","Matrix([[0, 0, 1, 0, 1], [0, 1, 1, 1, 0], [0, 0, 1, 1, 1], [1, 1, 1, 1, 0]])",1,"(0, 1, -1, 0, 1)",1,377.0
28981,"(13, 21, 24, 26)","Matrix([[0, 0, 1, 0, 1], [0, 1, 1, 1, 0], [0, 0, 1, 1, 1], [1, 1, 1, 0, 1]])",1,"(-1, 1, -1, 0, 1)",1,277.0
28982,"(13, 21, 24, 27)","Matrix([[0, 0, 1, 0, 1], [0, 1, 1, 1, 0], [0, 0, 1, 1, 1], [1, 1, 0, 1, 1]])",1,"(-2, 1, -1, 0, 1)",1,95.0
28983,"(13, 21, 24, 28)","Matrix([[0, 0, 1, 0, 1], [0, 1, 1, 1, 0], [0, 0, 1, 1, 1], [1, 0, 1, 1, 1]])",1,"(0, 1, -1, 0, 1)",1,377.0
28984,"(13, 21, 24, 29)","Matrix([[0, 0, 1, 0, 1], [0, 1, 1, 1, 0], [0, 0, 1, 1, 1], [0, 1, 1, 1, 1]])",1,"(1, 0, 0, 0, 0)",1,496.0
28985,"(13, 21, 24, 30)","Matrix([[0, 0, 1, 0, 1], [0, 1, 1, 1, 0], [0, 0, 1, 1, 1], [1, 1, 1, 1, 1]])",1,"(-1, 1, -1, 0, 1)",1,277.0
28986,"(13, 21, 25, 26)","Matrix([[0, 0, 1, 0, 1], [0, 1, 1, 1, 0], [1, 1, 1, 1, 0], [1, 1, 1, 0, 1]])",1,"(0, 0, -1, 1, 1)",1,366.0
28987,"(13, 21, 25, 27)","Matrix([[0, 0, 1, 0, 1], [0, 1, 1, 1, 0], [1, 1, 1, 1, 0], [1, 1, 0, 1, 1]])",1,"(0, -1, 0, 1, 0)",1,353.0
28988,"(13, 21, 25, 28)","Matrix([[0, 0, 1, 0, 1], [0, 1, 1, 1, 0], [1, 1, 1, 1, 0], [1, 0, 1, 1, 1]])",1,"(0, 1, -1, 0, 1)",1,377.0
28989,"(13, 21, 25, 29)","Matrix([[0, 0, 1, 0, 1], [0, 1, 1, 1, 0], [1, 1, 1, 1, 0], [0, 1, 1, 1, 1]])",1,"(0, -1, 0, 1, 0)",1,353.0
28990,"(13, 21, 25, 30)","Matrix([[0, 0, 1, 0, 1], [0, 1, 1, 1, 0], [1, 1, 1, 1, 0], [1, 1, 1, 1, 1]])",1,"(0, -1, 0, 1, 0)",1,353.0
28991,"(13, 21, 26, 27)","Matrix([[0, 0, 1, 0, 1], [0, 1, 1, 1, 0], [1, 1, 1, 0, 1], [1, 1, 0, 1, 1]])",1,"(-2, 2, -1, -1, 1)",1,122.0
28992,"(13, 21, 26, 28)","Matrix([[0, 0, 1, 0, 1], [0, 1, 1, 1, 0], [1, 1, 1, 0, 1], [1, 0, 1, 1, 1]])",1,"(-1, 1, -2, 1, 2)",1,267.0
28993,"(13, 21, 26, 29)","Matrix([[0, 0, 1, 0, 1], [0, 1, 1, 1, 0], [1, 1, 1, 0, 1], [0, 1, 1, 1, 1]])",1,"(1, -1, 0, 1, 0)",1,470.0
28994,"(13, 21, 26, 30)","Matrix([[0, 0, 1, 0, 1], [0, 1, 1, 1, 0], [1, 1, 1, 0, 1], [1, 1, 1, 1, 1]])",1,"(-1, 1, -1, 0, 1)",1,277.0
28995,"(13, 21, 27, 28)","Matrix([[0, 0, 1, 0, 1], [0, 1, 1, 1, 0], [1, 1, 0, 1, 1], [1, 0, 1, 1, 1]])",1,"(-2, -1, -1, 2, 1)",1,59.0
28996,"(13, 21, 27, 29)","Matrix([[0, 0, 1, 0, 1], [0, 1, 1, 1, 0], [1, 1, 0, 1, 1], [0, 1, 1, 1, 1]])",1,"(0, -1, 0, 1, 0)",1,353.0
28997,"(13, 21, 27, 30)","Matrix([[0, 0, 1, 0, 1], [0, 1, 1, 1, 0], [1, 1, 0, 1, 1], [1, 1, 1, 1, 1]])",1,"(0, -1, 0, 1, 0)",1,353.0
28998,"(13, 21, 28, 29)","Matrix([[0, 0, 1, 0, 1], [0, 1, 1, 1, 0], [1, 0, 1, 1, 1], [0, 1, 1, 1, 1]])",1,"(-1, -1, 0, 1, 0)",1,203.0
28999,"(13, 21, 28, 30)","Matrix([[0, 0, 1, 0, 1], [0, 1, 1, 1, 0], [1, 0, 1, 1, 1], [1, 1, 1, 1, 1]])",1,"(-1, 0, -1, 1, 1)",1,242.0
29000,"(13, 21, 29, 30)","Matrix([[0, 0, 1, 0, 1], [0, 1, 1, 1, 0], [0, 1, 1, 1, 1], [1, 1, 1, 1, 1]])",1,"(0, -1, 0, 1, 0)",1,353.0
29001,"(13, 22, 23, 24)","Matrix([[0, 0, 1, 0, 1], [0, 1, 1, 0, 1], [0, 1, 0, 1, 1], [0, 0, 1, 1, 1]])",1,"(1, 0, 0, 0, 0)",1,496.0
29002,"(13, 22, 23, 25)","Matrix([[0, 0, 1, 0, 1], [0, 1, 1, 0, 1], [0, 1, 0, 1, 1], [1, 1, 1, 1, 0]])",1,"(2, 0, -1, -1, 1)",1,592.0
29003,"(13, 22, 23, 26)","Matrix([[0, 0, 1, 0, 1], [0, 1, 1, 0, 1], [0, 1, 0, 1, 1], [1, 1, 1, 0, 1]])",1,"(0, 0, -1, -1, 1)",1,363.0
29004,"(13, 22, 23, 27)","Matrix([[0, 0, 1, 0, 1], [0, 1, 1, 0, 1], [0, 1, 0, 1, 1], [1, 1, 0, 1, 1]])",1,"(0, 0, -1, -1, 1)",1,363.0
29005,"(13, 22, 23, 28)","Matrix([[0, 0, 1, 0, 1], [0, 1, 1, 0, 1], [0, 1, 0, 1, 1], [1, 0, 1, 1, 1]])",1,"(1, 0, -1, -1, 1)",1,490.0
29006,"(13, 22, 23, 29)","Matrix([[0, 0, 1, 0, 1], [0, 1, 1, 0, 1], [0, 1, 0, 1, 1], [0, 1, 1, 1, 1]])",1,"(1, 0, 0, 0, 0)",1,496.0
29007,"(13, 22, 23, 30)","Matrix([[0, 0, 1, 0, 1], [0, 1, 1, 0, 1], [0, 1, 0, 1, 1], [1, 1, 1, 1, 1]])",1,"(1, 0, -1, -1, 1)",1,490.0
29008,"(13, 22, 24, 25)","Matrix([[0, 0, 1, 0, 1], [0, 1, 1, 0, 1], [0, 0, 1, 1, 1], [1, 1, 1, 1, 0]])",1,"(1, 0, -1, 0, 1)",1,492.0
29009,"(13, 22, 24, 26)","Matrix([[0, 0, 1, 0, 1], [0, 1, 1, 0, 1], [0, 0, 1, 1, 1], [1, 1, 1, 0, 1]])",1,"(0, 0, -1, 0, 1)",1,364.0
29010,"(13, 22, 24, 27)","Matrix([[0, 0, 1, 0, 1], [0, 1, 1, 0, 1], [0, 0, 1, 1, 1], [1, 1, 0, 1, 1]])",1,"(-1, 0, -1, 0, 1)",1,240.0
29011,"(13, 22, 24, 28)","Matrix([[0, 0, 1, 0, 1], [0, 1, 1, 0, 1], [0, 0, 1, 1, 1], [1, 0, 1, 1, 1]])",1,"(0, 0, -1, 0, 1)",1,364.0
29012,"(13, 22, 24, 29)","Matrix([[0, 0, 1, 0, 1], [0, 1, 1, 0, 1], [0, 0, 1, 1, 1], [0, 1, 1, 1, 1]])",2,,0,
29013,"(13, 22, 24, 30)","Matrix([[0, 0, 1, 0, 1], [0, 1, 1, 0, 1], [0, 0, 1, 1, 1], [1, 1, 1, 1, 1]])",1,"(0, 0, -1, 0, 1)",1,364.0
29014,"(13, 22, 25, 26)","Matrix([[0, 0, 1, 0, 1], [0, 1, 1, 0, 1], [1, 1, 1, 1, 0], [1, 1, 1, 0, 1]])",1,"(0, 0, -1, 1, 1)",1,366.0
29015,"(13, 22, 25, 27)","Matrix([[0, 0, 1, 0, 1], [0, 1, 1, 0, 1], [1, 1, 1, 1, 0], [1, 1, 0, 1, 1]])",1,"(-1, 0, 0, 1, 0)",1,247.0
29016,"(13, 22, 25, 28)","Matrix([[0, 0, 1, 0, 1], [0, 1, 1, 0, 1], [1, 1, 1, 1, 0], [1, 0, 1, 1, 1]])",1,"(-1, 0, 0, 1, 0)",1,247.0
29017,"(13, 22, 25, 29)","Matrix([[0, 0, 1, 0, 1], [0, 1, 1, 0, 1], [1, 1, 1, 1, 0], [0, 1, 1, 1, 1]])",1,"(1, 0, -1, 0, 1)",1,492.0
29018,"(13, 22, 25, 30)","Matrix([[0, 0, 1, 0, 1], [0, 1, 1, 0, 1], [1, 1, 1, 1, 0], [1, 1, 1, 1, 1]])",1,"(-1, 0, 0, 1, 0)",1,247.0
29019,"(13, 22, 26, 27)","Matrix([[0, 0, 1, 0, 1], [0, 1, 1, 0, 1], [1, 1, 1, 0, 1], [1, 1, 0, 1, 1]])",1,"(0, 0, -1, -1, 1)",1,363.0
29020,"(13, 22, 26, 28)","Matrix([[0, 0, 1, 0, 1], [0, 1, 1, 0, 1], [1, 1, 1, 0, 1], [1, 0, 1, 1, 1]])",1,"(0, 0, -1, 0, 1)",1,364.0
29021,"(13, 22, 26, 29)","Matrix([[0, 0, 1, 0, 1], [0, 1, 1, 0, 1], [1, 1, 1, 0, 1], [0, 1, 1, 1, 1]])",1,"(0, 0, -1, 0, 1)",1,364.0
29022,"(13, 22, 26, 30)","Matrix([[0, 0, 1, 0, 1], [0, 1, 1, 0, 1], [1, 1, 1, 0, 1], [1, 1, 1, 1, 1]])",1,"(0, 0, -1, 0, 1)",1,364.0
29023,"(13, 22, 27, 28)","Matrix([[0, 0, 1, 0, 1], [0, 1, 1, 0, 1], [1, 1, 0, 1, 1], [1, 0, 1, 1, 1]])",1,"(-1, 0, 0, 1, 0)",1,247.0
29024,"(13, 22, 27, 29)","Matrix([[0, 0, 1, 0, 1], [0, 1, 1, 0, 1], [1, 1, 0, 1, 1], [0, 1, 1, 1, 1]])",1,"(-1, 0, -1, 0, 1)",1,240.0
29025,"(13, 22, 27, 30)","Matrix([[0, 0, 1, 0, 1], [0, 1, 1, 0, 1], [1, 1, 0, 1, 1], [1, 1, 1, 1, 1]])",1,"(-1, 0, 0, 1, 0)",1,247.0
29026,"(13, 22, 28, 29)","Matrix([[0, 0, 1, 0, 1], [0, 1, 1, 0, 1], [1, 0, 1, 1, 1], [0, 1, 1, 1, 1]])",1,"(0, 0, -1, 0, 1)",1,364.0
29027,"(13, 22, 28, 30)","Matrix([[0, 0, 1, 0, 1], [0, 1, 1, 0, 1], [1, 0, 1, 1, 1], [1, 1, 1, 1, 1]])",2,,0,
29028,"(13, 22, 29, 30)","Matrix([[0, 0, 1, 0, 1], [0, 1, 1, 0, 1], [0, 1, 1, 1, 1], [1, 1, 1, 1, 1]])",1,"(0, 0, -1, 0, 1)",1,364.0
29029,"(13, 23, 24, 25)","Matrix([[0, 0, 1, 0, 1], [0, 1, 0, 1, 1], [0, 0, 1, 1, 1], [1, 1, 1, 1, 0]])",1,"(2, -1, -1, 0, 1)",1,580.0
29030,"(13, 23, 24, 26)","Matrix([[0, 0, 1, 0, 1], [0, 1, 0, 1, 1], [0, 0, 1, 1, 1], [1, 1, 1, 0, 1]])",1,"(1, -1, -1, 0, 1)",1,458.0
29031,"(13, 23, 24, 27)","Matrix([[0, 0, 1, 0, 1], [0, 1, 0, 1, 1], [0, 0, 1, 1, 1], [1, 1, 0, 1, 1]])",1,"(0, -1, -1, 0, 1)",1,346.0
29032,"(13, 23, 24, 28)","Matrix([[0, 0, 1, 0, 1], [0, 1, 0, 1, 1], [0, 0, 1, 1, 1], [1, 0, 1, 1, 1]])",1,"(0, -1, -1, 0, 1)",1,346.0
29033,"(13, 23, 24, 29)","Matrix([[0, 0, 1, 0, 1], [0, 1, 0, 1, 1], [0, 0, 1, 1, 1], [0, 1, 1, 1, 1]])",1,"(1, 0, 0, 0, 0)",1,496.0
29034,"(13, 23, 24, 30)","Matrix([[0, 0, 1, 0, 1], [0, 1, 0, 1, 1], [0, 0, 1, 1, 1], [1, 1, 1, 1, 1]])",1,"(1, -1, -1, 0, 1)",1,458.0
29035,"(13, 23, 25, 26)","Matrix([[0, 0, 1, 0, 1], [0, 1, 0, 1, 1], [1, 1, 1, 1, 0], [1, 1, 1, 0, 1]])",1,"(2, -2, -1, 1, 1)",1,562.0
29036,"(13, 23, 25, 27)","Matrix([[0, 0, 1, 0, 1], [0, 1, 0, 1, 1], [1, 1, 1, 1, 0], [1, 1, 0, 1, 1]])",1,"(0, -1, 0, 1, 0)",1,353.0
29037,"(13, 23, 25, 28)","Matrix([[0, 0, 1, 0, 1], [0, 1, 0, 1, 1], [1, 1, 1, 1, 0], [1, 0, 1, 1, 1]])",1,"(2, 1, -1, -2, 1)",1,600.0
29038,"(13, 23, 25, 29)","Matrix([[0, 0, 1, 0, 1], [0, 1, 0, 1, 1], [1, 1, 1, 1, 0], [0, 1, 1, 1, 1]])",1,"(0, -1, 0, 1, 0)",1,353.0
29039,"(13, 23, 25, 30)","Matrix([[0, 0, 1, 0, 1], [0, 1, 0, 1, 1], [1, 1, 1, 1, 0], [1, 1, 1, 1, 1]])",1,"(0, -1, 0, 1, 0)",1,353.0
29040,"(13, 23, 26, 27)","Matrix([[0, 0, 1, 0, 1], [0, 1, 0, 1, 1], [1, 1, 1, 0, 1], [1, 1, 0, 1, 1]])",1,"(0, 0, -1, -1, 1)",1,363.0
29041,"(13, 23, 26, 28)","Matrix([[0, 0, 1, 0, 1], [0, 1, 0, 1, 1], [1, 1, 1, 0, 1], [1, 0, 1, 1, 1]])",1,"(1, -1, -2, -1, 2)",1,444.0
29042,"(13, 23, 26, 29)","Matrix([[0, 0, 1, 0, 1], [0, 1, 0, 1, 1], [1, 1, 1, 0, 1], [0, 1, 1, 1, 1]])",1,"(1, -1, 0, 1, 0)",1,470.0
29043,"(13, 23, 26, 30)","Matrix([[0, 0, 1, 0, 1], [0, 1, 0, 1, 1], [1, 1, 1, 0, 1], [1, 1, 1, 1, 1]])",1,"(1, -1, -1, 0, 1)",1,458.0
29044,"(13, 23, 27, 28)","Matrix([[0, 0, 1, 0, 1], [0, 1, 0, 1, 1], [1, 1, 0, 1, 1], [1, 0, 1, 1, 1]])",1,"(0, -1, -1, 0, 1)",1,346.0
29045,"(13, 23, 27, 29)","Matrix([[0, 0, 1, 0, 1], [0, 1, 0, 1, 1], [1, 1, 0, 1, 1], [0, 1, 1, 1, 1]])",1,"(0, -1, 0, 1, 0)",1,353.0
29046,"(13, 23, 27, 30)","Matrix([[0, 0, 1, 0, 1], [0, 1, 0, 1, 1], [1, 1, 0, 1, 1], [1, 1, 1, 1, 1]])",1,"(0, -1, 0, 1, 0)",1,353.0
29047,"(13, 23, 28, 29)","Matrix([[0, 0, 1, 0, 1], [0, 1, 0, 1, 1], [1, 0, 1, 1, 1], [0, 1, 1, 1, 1]])",1,"(-1, -1, 0, 1, 0)",1,203.0
29048,"(13, 23, 28, 30)","Matrix([[0, 0, 1, 0, 1], [0, 1, 0, 1, 1], [1, 0, 1, 1, 1], [1, 1, 1, 1, 1]])",1,"(1, 0, -1, -1, 1)",1,490.0
29049,"(13, 23, 29, 30)","Matrix([[0, 0, 1, 0, 1], [0, 1, 0, 1, 1], [0, 1, 1, 1, 1], [1, 1, 1, 1, 1]])",1,"(0, -1, 0, 1, 0)",1,353.0
29050,"(13, 24, 25, 26)","Matrix([[0, 0, 1, 0, 1], [0, 0, 1, 1, 1], [1, 1, 1, 1, 0], [1, 1, 1, 0, 1]])",1,"(-1, 1, 0, 0, 0)",1,288.0
29051,"(13, 24, 25, 27)","Matrix([[0, 0, 1, 0, 1], [0, 0, 1, 1, 1], [1, 1, 1, 1, 0], [1, 1, 0, 1, 1]])",1,"(-1, 1, 0, 0, 0)",1,288.0
29052,"(13, 24, 25, 28)","Matrix([[0, 0, 1, 0, 1], [0, 0, 1, 1, 1], [1, 1, 1, 1, 0], [1, 0, 1, 1, 1]])",1,"(0, 1, -1, 0, 1)",1,377.0
29053,"(13, 24, 25, 29)","Matrix([[0, 0, 1, 0, 1], [0, 0, 1, 1, 1], [1, 1, 1, 1, 0], [0, 1, 1, 1, 1]])",1,"(1, 0, -1, 0, 1)",1,492.0
29054,"(13, 24, 25, 30)","Matrix([[0, 0, 1, 0, 1], [0, 0, 1, 1, 1], [1, 1, 1, 1, 0], [1, 1, 1, 1, 1]])",1,"(-1, 1, 0, 0, 0)",1,288.0
29055,"(13, 24, 26, 27)","Matrix([[0, 0, 1, 0, 1], [0, 0, 1, 1, 1], [1, 1, 1, 0, 1], [1, 1, 0, 1, 1]])",1,"(-1, 1, 0, 0, 0)",1,288.0
29056,"(13, 24, 26, 28)","Matrix([[0, 0, 1, 0, 1], [0, 0, 1, 1, 1], [1, 1, 1, 0, 1], [1, 0, 1, 1, 1]])",1,"(0, 0, -1, 0, 1)",1,364.0
29057,"(13, 24, 26, 29)","Matrix([[0, 0, 1, 0, 1], [0, 0, 1, 1, 1], [1, 1, 1, 0, 1], [0, 1, 1, 1, 1]])",1,"(0, 0, -1, 0, 1)",1,364.0
29058,"(13, 24, 26, 30)","Matrix([[0, 0, 1, 0, 1], [0, 0, 1, 1, 1], [1, 1, 1, 0, 1], [1, 1, 1, 1, 1]])",2,,0,
29059,"(13, 24, 27, 28)","Matrix([[0, 0, 1, 0, 1], [0, 0, 1, 1, 1], [1, 1, 0, 1, 1], [1, 0, 1, 1, 1]])",1,"(0, -1, -1, 0, 1)",1,346.0
